pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,closed_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message
3227,1,9,0,Externals,Alhadis,2016-09-17 09:53:09,0,0,0,0,"This is a rewrite of the regex that handles Emacs modeline detection. The current one is a bit flaky, causing some files to be mistakenly classified. For instance, each of these files is misidentified as ""E"":
- [abbrev_defs](https://github.com/gorysko/emacs_conf/blob/d6e567c176b1409eec773b837c1d0ac5b98f1399/abbrev_defs)
- [Prot_PW2.tex](https://github.com/blackandcold/Phy-WS2013-Praktikum-1/blob/71b65d739a4a2a7eea97b398b796cf3e59aac976/Anfpra2/Prot_PW2.tex)
- [PW6_Prot.tex](https://github.com/blackandcold/Phy-WS2013-Praktikum-1/blob/71b65d739a4a2a7eea97b398b796cf3e59aac976/Anfpra6/PW6_Prot.tex)
- [mime_type.rb](https://github.com/seiya-koga/sample_app/blob/3da7ce7e115e02ba2fe32f6e994a6f37d1969492/workspace/CableChat/vendor/bundle/gems/actionpack-5.0.0.1/lib/action_dispatch/http/mime_type.rb)
- [test_rubyoptions.rb](https://github.com/lorenabento/shapado/blob/5fc0ba213df7b8a928fe05a38363de71b5579081/ruby-1.9.3-p362/test/ruby/test_rubyoptions.rb#L344)
- [parens.texi](https://github.com/zhoujd/zzemacs/blob/6402ed5178682533706180ee6367cdcdaec6022d/site-lisp/geiser/doc/parens.texi#L131)
- [zbx_multicheck](https://github.com/Farzy/zbx-multicheck/blob/7ee767d871550ec74f77eef4a6e32a94cdf6baa4/zbx_multicheck)
- [generator.lisp](https://github.com/vikram/lisplibraries/blob/105e3ef2d165275eb78f36f5090c9e2cdd0754dd/site/cl-python/core/generator.lisp)
- [redcarpet.rb](https://github.com/tekwiz/dionysus/blob/a90b13094178709b8c81b103e641c75c1baa96b5/lib/dionysus/redcarpet.rb)

It's worth noting that malformed modelines can still change a file's language in Emacs. Provided the `-*-` delimiters are intact, and the mode's name is decipherable, Emacs will set the language _and_ complain about a malformed modeline.

<img src=""https://cloud.githubusercontent.com/assets/2346707/18607443/2230b136-7d10-11e6-95ad-15f0280dc2c9.png"" width=""373"" alt=""# -*- foo-bar mode: ruby -*-"" />

I took this into consideration when rewriting the pattern, sensing that not every user knows or cares if an Emacs modeline isn't being parsed correctly (so long as the correct highlighting is shown).

Closes #3018
Closes #3226
"
3224,1,0,0,Externals,pchaigno,2016-09-15 20:26:41,2,0,1,0,"This pull request adds the `golang` alias to Go.

Fixes #3221.
"
3220,1,2,0,Externals,camilstaps,2016-09-15 15:10:39,0,0,0,0,
3199,1,2,0,Externals,smola,2016-09-09 07:23:02,371,0,3,0,"Samples extracted from official repository
https://github.com/cfengine/design-center/tree/master/examples
"
3196,1,12,0,Externals,mwpastore,2016-09-09 02:55:04,3,3,2,0,"There is [logic](https://github.com/github/linguist/blob/983ff20d3cee56a8d1625fcd6347372d765b8c57/lib/linguist/classifier.rb#L77) in the Classifier strategy to use all the languages in the training set if there are no language candidates at call time (a nil guard). However, this logic never fires, because `.call` passes [an empty array](https://github.com/github/linguist/blob/983ff20d3cee56a8d1625fcd6347372d765b8c57/lib/linguist/classifier.rb#L19) in this case (which doesn't trip the nil guard). This simple fix restores the intended behavior and allows the Classifier strategy to do its thing when there are no language candidates at call time.
"
3192,8,13,0,Externals,Alhadis,2016-09-06 14:54:20,0,0,0,0,"Users who encounter syntax highlighting errors on GitHub are apt to report them here, unaware that Linguist isn't directly responsible for the actual highlighting. This may be partly due to the fact the [site's own help articles](https://help.github.com/articles/creating-and-highlighting-code-blocks/) point to Linguist as its _""source of language recognition and syntax highlighting""_.

Currently, we lack anything better to direct users to who want to report syntax highlighting errors. @arfon [put it best](https://github.com/github/linguist/issues/3186#issuecomment-244610844):

> I mean, [this list](https://github.com/github/linguist/tree/master/vendor/grammars) is the source of truth here but the idea of sending people to a folder of Git submodules is literally the least user-friendly thing I think I've ever thought of...

My suggestion was to maintain a list of repository links in the form of a `README.md` file, which would be programmatically updated whenever grammars are added or removed. This PR is an implementation of that suggestion.

Some things that're missing:
- **We need to tie this into a build step:**  
  I'm not familiar with Bundler or Rake, so I don't know where or how to go about having this script called when `bundle exec rake` is called. Somebody help, please? =)
- **A better preamble for the readme:**  
  I only added it as a placeholder to verify that rerunning the script wouldn't chop it off each time it executed. Feel free to replace the wording with something you feel is more appropriate.

**NOTE:** ~~I've yet to investigate why some of the grammars aren't being included (such as Perl). Will look into this soon.~~ Resolved by 3247d46.
"
3188,1,1,0,Externals,onionhammer,2016-09-03 18:25:36,0,0,0,0,"See http://nim-lang.org/
"
3180,1,2,0,Internals,rmosolgo,2016-08-30 13:21:46,0,0,0,0,"The new version of the Atom grammar for GraphQL contains a couple of improvements:
- Better highlighting for directives: previously, only lowercase letters were allowed. Now,
  any GraphQL identifier will be recognized as a directive (as the spec describes)
- Better support for the &quot;Schema language&quot;: highlighting for some of the constructs
  in the schema description language. Sadly, there&#39;s an outstanding (unsolveable!?!?)
  issue with field highlighting, see https://github.com/rmosolgo/language-graphql/issues/3</textarea>
"
3177,1,3,0,Externals,dev-ng,2016-08-29 18:06:06,1,0,1,0,"I propose simple solution to highlight syntax in LotusScript lss files. It can be treated as Visual Basic.
"
3166,1,6,0,Externals,jwilk,2016-08-24 17:28:39,0,0,0,0,
3164,1,2,0,Externals,nhubbard,2016-08-24 16:35:03,0,0,0,0,"Add gpyi to highlight C++ scripts in Node.js. They are formatted as glorified JSON.
"
3161,3,1,0,Externals,cjgdev,2016-08-23 17:16:19,0,0,0,0,"This pull request introduces the grammar for the Solidity programming language, the smart-contract programming language created for Ethereum.
"
3160,3,3,0,Externals,Alhadis,2016-08-22 16:35:26,0,0,0,0,"Fixes #3121.

Despite having a generic-looking extension, searching for [`.spec`](https://github.com/search?q=extension%3Aspec+NOT+nothack&type=Code) files yields strangely consistent results.
#### Sources:
- [`manos.spec`](https://github.com/jacksonh/manos/blob/300450cd5c8a146cdf5e9cbaa837ecccfd8ab951/release/manos.spec): MIT/X11
- [`erlang-erlydtl.spec`](https://github.com/icheishvili/rpms/blob/6f88d5ee39ce3696b58563d8e3aac16c796a0c9f/erlang-erlydtl.spec)
- [`apache.spec`](https://github.com/sergiomb2/Apache-1.3_mod_perl/blob/496dbd64774ab4937a382fc49f87e75d2bbbd98e/rpmbuild/SPECS/apache.spec)
"
3157,1,1,1,Externals,ruprict,2016-08-18 18:12:42,209,40,10,0,"We wanted a quick way to get LOC/language for a repo, and linguist
had all the tools, but didn't offer it as a CLI flag. So, I added
it. :)

I did make an attempt at refactoring the linguist executable a bit,
added very simple presenters that can write to any IO object.

I hope you'll find this useful. Incidentally, it's mentioned as
a want in [Issue 3131](https://github.com/github/linguist/issues/3131)
"
3154,1,2,0,Externals,CosmicWebServices,2016-08-15 15:57:47,0,0,0,0,"https://github.com/LilCoders/LPMs
"
3151,1,0,0,Externals,ajlangley,2016-08-10 22:42:06,0,0,0,0,"https://github.com/search?utf8=✓&q=ASN.1+extension%3Aasn+extension%3Aasn1&type=Code&ref=advsearch&l=&l=

I'd opened a pull request previously but was having a hard time rebasing and ultimately had to open a new one. 
"
3149,1,2,0,Externals,Alhadis,2016-08-09 12:28:21,0,0,0,0,"Years of [`cat` abuse](https://en.wikipedia.org/wiki/Cat_%28Unix%29#Useless_use_of_cat) appear to have silently nurtured an implicit format for storing command-line options [in plain-text](https://github.com/datamapper/dm-aggregates/blob/68a6f29ab3c663a58eec2b5943e2ce538a9a4a2f/spec/spec.opts). I can't say I'm tripping over these things every day on GitHub, but [~510,095 results](https://github.com/search?p=17&q=extension%3Aopts+NOT+nothack&type=Code) with virtually identical syntax convinces me they're worth acknowledging as configuration files.

I've lumped them under the INI umbrella, which seems to be the closest fit. Recall there's no concrete definition of an ""INI file"" anyway, Windows `.ini` files notwithstanding.

This has been yet another absurdly trivial addition to GitHub Linguist, courtesy of yours truly.

To the [154 groaning watchers](https://github.com/github/linguist/watchers): you're welcome.
"
3148,1,6,0,Externals,ajlangley,2016-08-09 00:27:45,0,0,0,0,"https://github.com/search?utf8=✓&q=ASN.1+extension%3Aasn+extension%3Aasn1&type=Code&ref=advsearch&l=&l=
"
3143,1,7,0,Externals,Alhadis,2016-08-04 15:04:01,0,0,0,0,"No idea how I missed this the other night in [my other PS-related PR](https://github.com/github/linguist/pull/3141), but I can tell you now, PostScript is definitely not markup. It's a full-blown Turing-complete programming language which just happens to be used primarily for graphical purposes. Wikipedia's entry on [DSLs](https://en.wikipedia.org/wiki/Domain-specific_language) even uses PostScript to describe why the term ""Domain-specific language"" can be nebulous:

> For example, Perl was originally developed as a text-processing and glue language, for the same domain as AWK and shell scripts, but was mostly used as a general-purpose programming language later on. **By contrast, PostScript is a Turing complete language, and in principle can be used for any task, but in practice is narrowly used as a page description language.**

I don't know if there's any difference between `markup` and `programming` as far as Linguist's classifications are concerned, but I felt impelled to correct this nonetheless. [Here's an example of a program](https://github.com/bwipp/postscriptbarcode) written in PostScript that's written like, uh, a program.
"
3138,1,1,0,Externals,yugui,2016-07-31 12:30:07,291,0,7,0,"- Language Official site: http://jsonnet.org/
- Language Repository: http://github.com/google/jsonnet
- in-the-wild usage: https://github.com/search?utf8=%E2%9C%93&q=extension%3Ajsonnet+NOT+nothack&type=Code&ref=searchresults
"
3137,4,13,2,Externals,adamjstewart,2016-07-31 00:54:27,0,0,0,0,"I would like to use Tcl syntax highlighting for [Expect](https://en.wikipedia.org/wiki/Expect) scripts. Expect is essentially a Tcl extension that allows you to automate interactive scripts. It is installed by default on macOS and most Linux distributions.

I added the `.exp` extension to `languages.yml` and copied an example script from the [Expect tarball](https://sourceforge.net/projects/expect/files/Expect/5.45/expect5.45.tar.gz/download).

There appear to be [many other Expect scripts](https://github.com/search?p=1&q=extension%3Aexp+NOT+nothack&ref=searchresults&type=Code&utf8=%E2%9C%93) in GitHub, although not all files with the `.exp` extension are in fact Expect scripts. Perhaps we could only support files with a shebang like `#!/usr/bin/expect` or `#!/usr/bin/env expect`? I don't know how to do this.

One day I hope to add a separate language solely for Expect. I filed an [Issue with Pygments](https://bitbucket.org/birkenfeld/pygments-main/issues/1273/add-lexer-for-expect-programming-language#comment-None) to get started on that work.
"
3134,2,17,0,Externals,mhsjlw,2016-07-27 00:18:08,0,0,0,0,"This pull request adds the [Whitespace language](https://en.wikipedia.org/wiki/Whitespace_%28programming_language%29) with examples taken from [the official whitespace website](http://web.archive.org/web/20150507121743/http://compsoc.dur.ac.uk/whitespace/examples.php). It does **not** add grammar support mostly because I am unable to figure out a way to make TextMate, Sublime Text or Atom display Whitespace like the example given on Wikipedia: ![Wiki example](https://upload.wikimedia.org/wikipedia/commons/3/3c/Whitespace_in_vim2.png) 

Relevance of the language is shown [here](https://github.com/search?utf8=%E2%9C%93&q=extension%3Aws+NOT+nothack&type=Code&ref=searchresults), at around 34,000 results, although I am not sure if these are all relevant to Whitespace.  If anyone has any ideas for implementing a grammar file that renders above I am happy to adopt it into this pull request. If anything is out of place or I haven't done something properly, please tell me, I am open to suggestions and fixes, although I've tried my best to follow the guidelines for contributing.
"
3132,2,5,0,Externals,zyuhu,2016-07-25 09:54:07,36,11,2,0,"test
"
3128,250,2,0,Externals,fotuzlab,2016-07-21 11:24:18,142452,64033,923,0,
3127,2,0,0,Externals,fotuzlab,2016-07-21 11:22:26,36,11,2,0,
3125,1,16,0,Externals,FarbodSalamat-Zadeh,2016-07-19 16:56:04,0,0,0,0,"XML is, by definition, a markup language, so it should be considered one, in my opinion, by GitHub's linguist. The first sentence of the [Wikipedia page for XML](https://en.wikipedia.org/wiki/XML) is this:

> Extensible Markup Language (XML) is a markup language that defines a set of rules for encoding documents in a format that is both human-readable and machine-readable.
"
3122,5,14,0,Externals,FarbodSalamat-Zadeh,2016-07-16 01:31:38,0,0,0,0,"Although these file extensions are deprecated, they are still Kotlin file extensions:

https://discuss.kotlinlang.org/t/whats-the-deference-between-kt-and-kts-files-jet-and-jetl-files/1058 
"
3117,2,0,0,Externals,MasonSu,2016-07-14 01:08:36,36,11,2,0,"do some test
"
3112,6,12,3,Externals,chrislgarry,2016-07-12 18:12:59,0,0,0,0,"I accidentallied the previous PR by trying to use the web interface to make changes...
"
3111,5,20,1,Externals,chrislgarry,2016-07-12 08:25:23,0,0,0,0,
3110,7,13,0,Externals,idrougge,2016-07-12 00:31:16,554,72,57,0,
3109,14,7,3,Externals,osorgin,2016-07-11 14:09:45,1687,0,7,0,"This request adds support for MQL4 and MQL5 languages. MetaQuotes Language 4 and 5 are built-in languages of MetaTrader 4 and 5 platforms (https://www.mql5.com/en/docs, https://docs.mql4.com/). Both are object-oriented languages with a similar to C++ syntax.

The goal at this stage is to make source code files recognizable by GitHub.

File types:
1. `.mq4` — MQL4 source code ([14,957](https://github.com/search?utf8=%E2%9C%93&q=extension%3Amq4+NOT+nothack&type=Code&ref=searchresults) files on GitHub)
2. `.mq5` — MQL5 source code ([2,786](https://github.com/search?utf8=%E2%9C%93&q=extension%3Amq5+NOT+nothack&type=Code&ref=searchresults) files)
3. `.mqh` — MQL4/5 header file ([7,449](https://github.com/search?utf8=%E2%9C%93&q=extension%3Amqh+NOT+nothack&type=Code&ref=searchresults) files)

Please let me know if anything is wrong or missing.
"
3104,1,1,4,Externals,jbrooksuk,2016-07-07 11:18:18,0,0,0,0,"Replaces #3008.
"
3101,1,2,0,Externals,1st1,2016-07-04 23:55:42,1,0,1,0,"See also PEP 484 for details:
https://www.python.org/dev/peps/pep-0484/#stub-files
"
3100,4,2,0,Externals,ghost,2016-07-03 09:11:40,0,0,0,0,
3099,98,1,0,Externals,ghost,2016-07-02 10:52:44,0,0,0,0,
3074,3,3,0,Externals,PsichiX,2016-06-23 13:55:58,603,0,9,0,"Intuicio 4 is the next-gen version of my programming platform that is created for my game development toolkit (https://github.com/PsichiX/Ptakopysk) to provide common execution layer on many different gaming platforms (desktops and mobiles, so everything where C/C++ can run) and web browsers (currently as asm.js, further as wasm).
This is an intermediate common assembly language for other high level languages (i'm currently porting Kaiju/Gojira to new Intuicio 4 platform: https://github.com/PsichiX/Kaiju)
So for now i'm the only one user of it, but in a couple of months i'll have release candidate of Ptakopysk Toolset running on Intuicio 4 platform, ready to use by other programmers.
"
3073,3,7,0,Externals,Alhadis,2016-06-23 10:44:22,0,0,0,0,"This PR drops a number of TextMate grammars in favour of Atom's:
- [textmate/c.tmbundle](https://github.com/textmate/c.tmbundle)       -> [atom/language-c](https://github.com/atom/language-c)
- [textmate/css.tmbundle](https://github.com/textmate/css.tmbundle)   -> [atom/language-css](https://github.com/atom/language-css)
- [textmate/html.tmbundle](https://github.com/textmate/html.tmbundle) -> [atom/language-html](https://github.com/atom/language-html)
- [textmate/java.tmbundle](https://github.com/textmate/java.tmbundle) -> [atom/language-java](https://github.com/atom/language-java)
- [textmate/json.tmbundle](https://github.com/textmate/json.tmbundle) -> [atom/language-json](https://github.com/atom/language-json)
- [textmate/make.tmbundle](https://github.com/textmate/make.tmbundle) -> [atom/language-make](https://github.com/atom/language-make)
- [textmate/objective-c.tmbundle](https://github.com/textmate/objective-c.tmbundle) -> [atom/language-objective-c](https://github.com/atom/language-objective-c)
- [textmate/perl.tmbundle](https://github.com/textmate/perl.tmbundle) -> [atom/language-perl](https://github.com/atom/language-perl)
- [textmate/php.tmbundle](https://github.com/textmate/php.tmbundle)   -> [atom/language-php](https://github.com/atom/language-php)
- [textmate/sql.tmbundle](https://github.com/textmate/sql.tmbundle)   -> [atom/language-sql](https://github.com/atom/language-sql)
- [textmate/toml.tmbundle](https://github.com/textmate/toml.tmbundle) -> [atom/language-toml](https://github.com/atom/language-toml)
- [textmate/xml.tmbundle](https://github.com/textmate/xml.tmbundle)   -> [atom/language-xml](https://github.com/atom/language-xml)

Atom's grammars are updated far more frequently than TextMate's, and it doesn't take much snooping around their commit logs to notice this. This is especially important for fast-paced languages like CSS, where new properties are being introduced very often.
"
3062,0,3,0,Externals,MostAwesomeDude,2016-06-18 15:09:39,0,0,0,0,"Monte's got a couple dozen repositories of nearly 100 modules, according to
the following search:
https://github.com/search?utf8=✓&q=extension:mt+DeepFrozen&type=Code&ref=searchresults

I included several good sample files that are appropriately licensed (written
totally by me) and the classifier does just fine with several Monte
repositories on my laptop. (I don't know Mathematica at all, so I have no idea
whether the classifier has swung too far towards Monte on .mt files. I hope
not!)

We are committed to the language-monte repo for the grammar. It's not
_perfect_ yet, but it does a decent job, see Lightshow:
https://github-lightshow.herokuapp.com/?utf8=✓&scope=from-url&grammar_url=https://raw.githubusercontent.com/monte-language/language-monte/master/grammars/monte.cson&grammar_text=&code_source=from-url&code_url=https://raw.githubusercontent.com/mostawesomedude/mt-timeline/master/timeline.mt&code=

I tried to follow the steps in the contribution doc to the letter. Let me know
if more work is needed and I'll do it right away. Thanks!
"
3059,1,7,4,Externals,zbrock,2016-06-17 18:57:18,45,0,3,0,"Protobuf added Javascript support in 3.0.0 Beta 2.
"
3055,1,10,2,Externals,vmarkovtsev,2016-06-15 16:49:34,0,0,0,0,"git-linguist requires the current directory to be a git repo, so it is not an option in my case. Thus adding machine-readable output to bin/linguist
"
3039,1,2,0,Externals,c-lipka,2016-06-05 09:41:40,1,1,1,0,
3036,1,24,0,Externals,Unionjackjz1,2016-06-03 05:55:17,10,0,1,0,"Sorry if I did this wrong! Please tell me what I did wrong so I can fit it.

Thank you!!!
"
3032,1,1,0,Externals,Zimmi48,2016-06-01 14:33:24,0,0,0,0,"This update is supposed to fix the issue reported here: https://github.com/mkolosick/Sublime-Coq/issues/5
"
3027,1,3,0,Externals,ThomasWeiser,2016-05-30 17:08:43,1,1,1,0,"On behalf of [elm-community](https://github.com/elm-community/Manifesto) I ask you to use elm-community's [clone](https://github.com/elm-community/Elm.tmLanguage) of [`Elm.tmLanguage`](https://github.com/deadfoxygrandpa/Elm.tmLanguage).

The original author Alex Neslusan @deadfoxygrandpa is unresponsive since 2016-04-10.

There is a [syntax change](https://github.com/elm-lang/elm-platform/blob/master/upgrade-docs/0.17.md#updating-syntax) in Elm language version 0.17 that needs to be reflected in the package's grammar rules. The existing grammar renders most of the new Elm 0.17 source code red for being illegal.

On 2016-04-06 the language creator @evancz [asked](https://github.com/deadfoxygrandpa/Elm.tmLanguage/issues/99) deadfoxygrandpa to update his package for the new syntax. Four days later deadfoxygrandpa promised to do it. Since then deadfoxygrandpa wasn't seen on GitHub or on Elm's mailing lists [elm-discuss](https://groups.google.com/forum/#!forum/elm-discuss) and [elm-dev](https://groups.google.com/forum/#!forum/elm-dev).

See this [PR](https://github.com/deadfoxygrandpa/Elm.tmLanguage/pull/101) for the pending update and corresponding discussion.
"
3024,4,7,0,Externals,agwilt,2016-05-30 09:13:52,0,0,0,0,"ACS is a compiled language for the ZDoom game engine. From the ZDoom wiki:

> ACS (Action Code Script) is the scripting language that was originally created for Hexen by Raven Software and has been greatly expanded by ZDoom.

**Examples on [GitHub](https://github.com/search?utf8=%E2%9C%93&q=extension%3Aacs+NOT+nothack&type=Code&ref=searchresults):**
- alexey-lysiuk/Realm667-AAA
- dptetc/membrance2
- wormt/bcc
- coelckers/gzdoom
- dptetc/PC96-Doom
- csnxs/retromaze
- csnxs/hydrogen
- StrikerMan780/shadow-mavericks-multi-purpose-mod
- neonplayer/Rop
- skylerdavidson/real-guns-hardcore
- agwilt/zdoom-insurrection
- rheit/zdoom
- rheit/acc <-- Well, that's the standard ACS compiler ..
- and so on

**File extension:** .acs
"
3022,8,16,0,Externals,ghost,2016-05-28 22:53:17,0,0,0,0,"Updated grammars.yml with language support.
Updated languages.yml with language support.
Added language samples to `samples/Jazz`.
Added current version of repository `language-jazz` as a grammar.

""Out-in-the-wild"" example (Still being worked on): [`jazz`](https://github.com/frayment/jazz)
"
3021,1,0,0,Externals,ghost,2016-05-28 22:45:03,0,0,0,0,"Updated grammars.yml with language support.
Updated languages.yml with language support.
Added language samples to `samples/Jazz`.
Added current version of repository `language-jazz` as a grammar.

""Out-in-the-wild"" example (Still being worked on): [`jazz`](https://github.com/frayment/jazz)
"
